"Lender name","University","Country / Main Campus","Criteria","Source","Courses"
"Indian Overseas Bank","University of Maryland, Baltimore","United States of America","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Mpower","University of Maryland, Baltimore","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Union Bank of India","University of Maryland, Baltimore","United States of America","Category A","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","Law and Medical.; Management; STEM"
"Yes Bank","University of Maryland, Baltimore","United States of America","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of Baroda","University of Maryland, Baltimore County","United States of America","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs2/2023/23-12/STEM-Courses-new.pdf","STEM"
"Bank of India","University of Maryland, Baltimore County","United States of America","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of Maryland, Baltimore County","United States of America","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Mpower","University of Maryland, Baltimore County","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Yes Bank","University of Maryland, Baltimore County","United States of America","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of Baroda","University of Maryland, College Park","United States of America","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs/management-course-new.pdf","Management; STEM"
"Bank of India","University of Maryland, College Park","United States of America","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of Maryland, College Park","United States of America","Top 200 to 300 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Mpower","University of Maryland, College Park","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Union Bank of India","University of Maryland, College Park","United States of America","Category A","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","STEM and Management"
"Yes Bank","University of Maryland, College Park","United States of America","Top 75-300 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of Baroda","University of Massachusetts Amherst","United States of America","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs/management-course-new.pdf","Management; STEM"
"Bank of India","University of Massachusetts Amherst","United States of America","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of Massachusetts Amherst","United States of America","Top 200 to 300 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Leapfinance","University of Massachusetts Amherst","United States of America","Listed","https://leapfinance.com/courses","Any course"
"Mpower","University of Massachusetts Amherst","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Prodigy","University of Massachusetts Amherst","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Natural Sciences; Public Policy"
"Union Bank of India","University of Massachusetts Amherst","United States of America","Category A","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","STEM and Management"
"Yes Bank","University of Massachusetts Amherst","United States of America","Top 75-300 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","University of Massachusetts Boston","United States of America","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of Massachusetts Boston","United States of America","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Mpower","University of Massachusetts Boston","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Prodigy","University of Massachusetts Boston","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT"
"Yes Bank","University of Massachusetts Boston","United States of America","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","University of Massachusetts Dartmouth","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Prodigy","University of Massachusetts Dartmouth","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology"
"Bank of India","University of Massachusetts Lowell","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Mpower","University of Massachusetts Lowell","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Prodigy","University of Massachusetts Lowell","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Computer Science & IT; Engineering & Technology; Medicine & Health; Natural Sciences"
"Mpower","University of Massachusetts Medical School","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Bank of India","University of Massachusetts Medical School at Worcester","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Mauritius","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Maynooth","Ireland","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of Maynooth","Ireland","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Yes Bank","University of Maynooth","Ireland","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","University of Mazandaran Babolsar","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Medicine and Pharmacy Gr T Popa","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Medicine and Pharmacy Iuliu Hatieganu Cluj Napoca","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Medicine and Pharmacy Victor Babes Timisoara","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Medicine Pharmacy Sciences and Technology George Emil Palade of Tirgu Mures","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of Baroda","University of Melbourne","Australia","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs/management-course-new.pdf","Art; Econamics & Econometrics; Law; Management; Medical; Performing Arts and Design Courses; STEM"
"Bank of India","University of Melbourne","Australia","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of Melbourne","Australia","Top 50 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Punjab National Bank","University of Melbourne","Australia","Annexure B","As per bank list","Any course"
"State Bank of India","University of Melbourne","Australia","Annexure","As per bank list - https://drive.google.com/file/d/12exUFGGWOjypQI8sfCYLEz_Moavy22eH/view","Any course"
"Union Bank of India","University of Melbourne","Australia","Category A","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","Art; Design; Economics & Econometrics; Law; Medical; Performing Arts; STEM; and Management"
"Yes Bank","University of Melbourne","Australia","Top 75 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","University of Memphis","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Prodigy","University of Memphis","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Natural Sciences"
"Bank of India","University of Messina","Italy","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of Messina","Italy","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Yes Bank","University of Messina","Italy","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of Baroda","University of Miami","United States of America","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs/management-course-new.pdf","Management"
"Bank of India","University of Miami","United States of America","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of Miami","United States of America","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Leapfinance","University of Miami","United States of America","Listed","https://leapfinance.com/courses","Any course"
"Mpower","University of Miami","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Prodigy","University of Miami","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Medicine & Health; Natural Sciences; Social Sciences"
"Union Bank of India","University of Miami","United States of America","Category A","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","Management and Medical; STEM"
"Yes Bank","University of Miami","United States of America","Top 300-500 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of Baroda","University of Michigan","United States of America","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs/management-course-new.pdf","Art; Econamics & Econometrics; Law; Management; Medical; Performing Arts and Design Courses; STEM"
"Bank of India","University of Michigan","United States of America","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of Michigan","United States of America","Top 50 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Mpower","University of Michigan","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Prodigy","University of Michigan","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Medicine & Health; Natural Sciences"
"Punjab National Bank","University of Michigan","United States of America","Annexure B","As per bank list","Any course"
"State Bank of India","University of Michigan","United States of America","Annexure","As per bank list - https://drive.google.com/file/d/12exUFGGWOjypQI8sfCYLEz_Moavy22eH/view","Any course"
"Union Bank of India","University of Michigan","United States of America","Category A","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","Art; Arts; Design; Economics & Econometrics; Law; Management; Performing; STEM and Medical Courses"
"Yes Bank","University of Michigan","United States of America","Top 75 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","University of Michigan Dearborn","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Michigan Flint","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Mpower","University of Michigan Dearborn","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Bank of India","University of Milan","Italy","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of Milan","Italy","Top 200 to 300 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Union Bank of India","University of Milan","Italy","Category B","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","MANAGEMENT; STEM"
"Yes Bank","University of Milan","Italy","Top 75-300 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","University of Milano","Italy","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Milano-Bicocca","Italy","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Milano-Bicocca","Italy","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of Milano-Bicocca","Italy","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Yes Bank","University of Milano-Bicocca","Italy","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","University of Minho","Portugal","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of Minho","Portugal","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Yes Bank","University of Minho","Portugal","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of Baroda","University of Minnesota","United States of America","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs/management-course-new.pdf","Management; Medical"
"Bank of India","University of Minnesota","United States of America","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of Minnesota","United States of America","Top 200 to 300 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Mpower","University of Minnesota","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Prodigy","University of Minnesota","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Natural Sciences"
"Union Bank of India","University of Minnesota","United States of America","Category A","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","Medical; STEM and Management"
"Yes Bank","University of Minnesota","United States of America","Top 75-300 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of Baroda","University of Minnesota Twin Cities","United States of America","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs2/2023/23-12/STEM-Courses-new.pdf","STEM"
"Bank of India","University of Minnesota Twin Cities","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Miskolc","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Mississippi","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Prodigy","University of Mississippi","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management"
"Bank of India","University of Mississippi Medical Center","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of Baroda","University of Missouri","United States of America","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs2/2023/23-12/STEM-Courses-new.pdf","STEM"
"Prodigy","University of Missouri","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Natural Sciences"
"Bank of India","University of Missouri, Columbia","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Union Bank of India","University of Missouri, Columbia","United States of America","Category B","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","MANAGEMENT; MEDICAL; STEM"
"Bank of India","University of Missouri Kansas City","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Missouri Saint Louis","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Mpower","University of Missouri Kansas City","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Mpower","University of Missouri-St Louis","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Bank of India","University of Missouri, Columbia","United States of America","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of Missouri, Columbia","United States of America","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Mpower","University of Missouri, Columbia","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Yes Bank","University of Missouri, Columbia","United States of America","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Prodigy","University of Missouri Kansas City","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Natural Sciences"
"Prodigy","University of Missouri-St Louis","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Natural Sciences"
"Bank of India","University of Miyazaki","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Modena and Reggio Emilia","Italy","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of Modena and Reggio Emilia","Italy","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Yes Bank","University of Modena and Reggio Emilia","Italy","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","University of Modena e Reggio Emilia","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Mohaghegh Ardabili","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Moncton","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Mons","Belgium","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of Mons","Belgium","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Yes Bank","University of Mons","Belgium","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","University of Mons (University of Mons-Hainaut)","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Montana Missoula","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Montenegro","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Montpellier","France","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of Montpellier","France","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Yes Bank","University of Montpellier","France","Top 300-500 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","University of Montpellier 3","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of Baroda","University of Montreal","Canada","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs/management-course-new.pdf","Management; Medical; STEM"
"Bank of India","University of Montreal","Canada","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of Montreal","Canada","Top 50 to 200 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Prodigy","University of Montreal","Canada","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Law; Social Sciences"
"Union Bank of India","University of Montreal","Canada","Category A","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","STEM and Management"
"Yes Bank","University of Montreal","Canada","Top 75-300 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","University of Moratuwa","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Mosul","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Mpower","University of Mount Union","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Bank of India","University of Msila Mohamed Boudiaf","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Mulhouse","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Mumbai","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Munster","Germany","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of Munster","Germany","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Yes Bank","University of Munster","Germany","Top 300-500 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","University of Nairobi","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Namur","Belgium","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of Namur","Belgium","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Yes Bank","University of Namur","Belgium","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","University of Nantes","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Union Bank of India","University of Naples, Federico 2","Italy","Category B","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","ECONOMICS; MEDICAL; STEM"
"Bank of India","University of Naples, Federico 2","Italy","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of Naples, Federico 2","Italy","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Yes Bank","University of Naples, Federico 2","Italy","Top 300-500 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","University of Napoli Federico 2","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Napoli Parthenope (Istituto Universitario Navale)","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of Baroda","University of Navarra","Spain","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs/management-course-new.pdf","Management"
"Bank of India","University of Navarra","Spain","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of Navarra","Spain","Top 200 to 300 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Yes Bank","University of Navarra","Spain","Top 75-300 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Bank of India","University of Nebraska Kearney","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Nebraska Medical Center","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Mpower","University of Nebraska Medical Center","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Bank of India","University of Nebraska Omaha","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of Baroda","University of Nebraska-Lincoln","United States of America","Listed","As per bank list - https://bankofbaroda.bank.in/personal-banking/loans/education-loan/-/media/Project/BOB/CountryWebsites/India/pdfs2/2023/23-12/STEM-Courses-new.pdf","STEM"
"Bank of India","University of Nebraska-Lincoln","United States of America","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of Nebraska-Lincoln","United States of America","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Mpower","University of Nebraska-Lincoln","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Prodigy","University of Nebraska-Lincoln","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Natural Sciences"
"Union Bank of India","University of Nebraska-Lincoln","United States of America","Category B","As per bank list - https://www.unionbankofindia.bank.in/en/details/special-union-education-loan-schemes-for-premier-institute-abroad-studies","LAW; MANAGEMENT; STEM"
"Yes Bank","University of Nebraska-Lincoln","United States of America","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Prodigy","University of Nebraska Omaha","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Natural Sciences"
"Bank of India","University of Neuchatel","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Nevada Las Vegas","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of Nevada Reno","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Mpower","University of Nevada Reno","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Prodigy","University of Nevada Las Vegas","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Natural Sciences"
"Prodigy","University of Nevada Reno","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Computer Science & IT; Engineering & Technology; Natural Sciences"
"Bank of India","University of New Brunswick","Canada","Top 1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Indian Overseas Bank","University of New Brunswick","Canada","Top 300+ as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Mpower","University of New Brunswick","Canada","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Yes Bank","University of New Brunswick","Canada","Top 500 -1000 as per QS Rankings 2026","https://www.topuniversities.com/world-university-rankings","Any course"
"Mpower","University of New England","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Bank of India","University of New England Australia","Australia","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Bank of India","University of New England Maine","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Prodigy","University of New England Australia","Australia","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Law; Natural Sciences; Social Sciences"
"Bank of India","University of New Hampshire","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Mpower","University of New Hampshire","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
"Prodigy","University of New Hampshire","United States of America","Listed","https://prodigyfinance.com/where-can-i-study/","Business & Management; Computer Science & IT; Engineering & Technology; Natural Sciences; Social Sciences"
"Bank of India","University of New Haven","United States of America","Top 3000 as per webometrics.org","https://www.webometrics.org/","Any course"
"Mpower","University of New Haven","United States of America","Listed","https://www.mpowerfinancing.com/get-a-loan/schools-we-support#schools","Healthcare & MBA (Within 2 yrs of UG); STEM"
