"UniversityNorm","UniversityDisplay","FinalCountryNorm","DistinctCountries","CountryBreakdown","UniqueLenders","TotalRows","Status","RawCountryValues","RawNameValues"
"texas tech university","Texas Tech University","united states of america","1","united states of america:6","6","6","PASS","United States of America","Texas Tech University"
"texas tech university health sciences center","Texas Tech University Health Sciences Center","united states of america","1","united states of america:2","2","2","PASS","United States of America","Texas Tech University Health Sciences Center"
"texas womans university","Texas Womans University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Texas Womans University"
"thammasat university","Thammasat University","thailand","1","thailand:3","3","3","PASS","Thailand","Thammasat University"
"thapar university thapar institute of engineering and technology","Thapar University (Thapar Institute of Engineering & Technology)","united states of america","1","united states of america:1","1","1","PASS","United States of America","Thapar University (Thapar Institute of Engineering & Technology)"
"the american university in cairo","The American University in Cairo","egypt","1","egypt:3","3","3","PASS","Egypt","The American University in Cairo"
"the australian national university anu","The Australian National University (ANU)","australia","1","australia:1","1","1","PASS","Australia","The Australian National University (ANU)"
"the catholic university of america","The Catholic University of America","united states of america","1","united states of america:1","1","1","PASS","United States of America","The Catholic University of America"
"the catholic university of korea","The Catholic University of Korea","south korea","1","south korea:3","3","3","PASS","South Korea","The Catholic University of Korea"
"the chinese university of hong kong cuhk","The Chinese University of Hong Kong (CUHK)","china","1","china:1","1","1","PASS","China","The Chinese University of Hong Kong (CUHK)"
"the citadel","The Citadel","united states of america","1","united states of america:1","1","1","PASS","United States of America","The Citadel"
"the college of new jersey","The College of New Jersey","united states of america","1","united states of america:1","1","1","PASS","United States of America","The College of New Jersey"
"the education university of hong kong","The Education University of Hong Kong","china","1","china:3","3","3","PASS","China","The Education University of Hong Kong"
"the fourth military medical university","The Fourth Military Medical University","united states of america","1","united states of america:1","1","1","PASS","United States of America","The Fourth Military Medical University"
"the graduate university for advanced studies","The Graduate University for Advanced Studies","united states of america","1","united states of america:1","1","1","PASS","United States of America","The Graduate University for Advanced Studies"
"the hong kong university of science and technology hkust","The Hong Kong University of Science and Technology (HKUST)","china","1","china:1","1","1","PASS","China","The Hong Kong University of Science and Technology (HKUST)"
"the lisbon mba","The Lisbon MBA","portugal","1","portugal:1","1","1","PASS","Portugal","The Lisbon MBA"
"the new school","The New School","united states of america","1","united states of america:2","2","2","PASS","United States of America","The New School"
"the new school new york city and paris","The New School, New York City and Paris","united states of america","1","united states of america:3","3","3","PASS","United States of America","The New School, New York City and Paris"
"the ohio state university","The Ohio State University","united states of america","1","united states of america:1","1","1","PASS","United States of America","The Ohio State University"
"the robert gordon university","The Robert Gordon University","united kingdom","1","united kingdom:3","3","3","PASS","United Kingdom","The Robert Gordon University"
"the second military medical university","The Second Military Medical University","united states of america","1","united states of america:1","1","1","PASS","United States of America","The Second Military Medical University"
"third military medical university","Third Military Medical University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Third Military Medical University"
"thomas aquinas college","Thomas Aquinas College","united states of america","1","united states of america:1","1","1","PASS","United States of America","Thomas Aquinas College"
"thomas jefferson university","Thomas Jefferson University","united states of america","1","united states of america:2","2","2","PASS","United States of America","Thomas Jefferson University"
"thompson rivers university","Thompson Rivers University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Thompson Rivers University"
"thunderbird school of global management","Thunderbird School of Global Management","united states of america","1","united states of america:2","2","2","PASS","United States of America","Thunderbird School of Global Management"
"thuyloi university","Thuyloi University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Thuyloi University"
"tiangong university","Tiangong University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Tiangong University"
"tianjin medical university","Tianjin Medical University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Tianjin Medical University"
"tianjin normal university","Tianjin Normal University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Tianjin Normal University"
"tianjin university","Tianjin University","china","1","china:3","3","3","PASS","China","Tianjin University"
"tianjin university of science and technology","Tianjin University of Science & Technology","united states of america","1","united states of america:1","1","1","PASS","United States of America","Tianjin University of Science & Technology"
"tianjin university of technology","Tianjin University of Technology","united states of america","1","united states of america:1","1","1","PASS","United States of America","Tianjin University of Technology"
"tianjin university of traditional chinese medicine","Tianjin University of Traditional Chinese Medicine","united states of america","1","united states of america:1","1","1","PASS","United States of America","Tianjin University of Traditional Chinese Medicine"
"tie syracuse university","Tie Syracuse University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Tie Syracuse University"
"tilburg university","Tilburg University","netherlands","1","netherlands:3","3","3","PASS","Netherlands","Tilburg University"
"tobb economics and technology university","TOBB Economics and Technology University","united states of america","1","united states of america:1","1","1","PASS","United States of America","TOBB Economics and Technology University"
"toho university","Toho University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Toho University"
"tohoku university","Tohoku University","japan","1","japan:5","5","5","PASS","Japan","Tohoku University"
"tokai university","Tokai University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Tokai University"
"tokyo city university","Tokyo City University","japan","1","japan:1","1","1","PASS","Japan","Tokyo City University"
"tokyo institute of technology","Tokyo Institute of Technology","japan","1","japan:4","4","4","PASS","Japan","Tokyo Institute of Technology"
"tokyo medical and dental university","Tokyo Medical and Dental University","japan","1","japan:3","3","3","PASS","Japan","Tokyo Medical and Dental University"
"tokyo medical university","Tokyo Medical University","japan","1","japan:1","1","1","PASS","Japan","Tokyo Medical University"
"tokyo metropolitan university","Tokyo Metropolitan University","japan","1","japan:1","1","1","PASS","Japan","Tokyo Metropolitan University"
"tokyo university of agriculture","Tokyo University of Agriculture","japan","1","japan:1","1","1","PASS","Japan","Tokyo University of Agriculture"
"tokyo university of agriculture and technology","Tokyo University of Agriculture and Technology","japan","1","japan:3","3","3","PASS","Japan","Tokyo University of Agriculture and Technology"
"tokyo university of marine science and technology","Tokyo University of Marine Science & Technology","japan","1","japan:1","1","1","PASS","Japan","Tokyo University of Marine Science & Technology"
"tokyo university of science","Tokyo University of Science","japan","1","japan:3","3","3","PASS","Japan","Tokyo University of Science"
"tokyo university of technology","Tokyo University of Technology","japan","1","japan:1","1","1","PASS","Japan","Tokyo University of Technology"
"tokyo womens medical university","Tokyo Womens Medical University","japan","1","japan:1","1","1","PASS","Japan","Tokyo Womens Medical University"
"tomas bata university in zlin","Tomas Bata University in Zlin","united states of america","1","united states of america:1","1","1","PASS","United States of America","Tomas Bata University in Zlin"
"tomsk polytechnic university","Tomsk Polytechnic University","russian federation","1","russian federation:3","3","3","PASS","Russian Federation","Tomsk Polytechnic University"
"tomsk state university","Tomsk State University","russian federation","1","russian federation:3","3","3","PASS","Russian Federation","Tomsk State University"
"tomsk state university of control systems and radioelectronics","Tomsk State University of Control Systems and Radioelectronics","united states of america","1","united states of america:1","1","1","PASS","United States of America","Tomsk State University of Control Systems and Radioelectronics"
"ton duc thang university","Ton Duc Thang University","vietnam","1","vietnam:3","3","3","PASS","Vietnam","Ton Duc Thang University"
"tongji university","Tongji University","china","1","china:3","3","3","PASS","China","Tongji University"
"toronto metropolitan university","Toronto Metropolitan University","canada","1","canada:4","4","4","PASS","Canada","Toronto Metropolitan University"
"torrens university australia","Torrens University Australia","united states of america","1","united states of america:1","1","1","PASS","United States of America","Torrens University Australia"
"tottori university","Tottori University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Tottori University"
"toulouse school of economics","Toulouse School of Economics","united states of america","1","united states of america:1","1","1","PASS","United States of America","Toulouse School of Economics"
"touro college","Touro College","united states of america","1","united states of america:1","1","1","PASS","United States of America","Touro College"
"touro university california","Touro University California","united states of america","1","united states of america:1","1","1","PASS","United States of America","Touro University California"
"touro university new york","Touro University New York","united states of america","1","united states of america:1","1","1","PASS","United States of America","Touro University New York"
"towson university","Towson University","united states of america","1","united states of america:2","2","2","PASS","United States of America","Towson University"
"toyohashi university of technology","Toyohashi University of Technology","united states of america","1","united states of america:1","1","1","PASS","United States of America","Toyohashi University of Technology"
"trakya university","Trakya University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Trakya University"
"transilvania university of brasov","Transilvania University of Brasov","united states of america","1","united states of america:1","1","1","PASS","United States of America","Transilvania University of Brasov"
"trent university","Trent University","canada","1","canada:3","3","3","PASS","Canada","Trent University"
"tribhuvan university","Tribhuvan University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Tribhuvan University"
"trinity college","Trinity College","united states of america","1","united states of america:2","2","2","PASS","United States of America","Trinity College"
"trinity college dublin","Trinity College Dublin","ireland","1","ireland:4","4","4","PASS","Ireland","Trinity College Dublin"
"trinity college dublin university of dublin","Trinity College Dublin University of Dublin","ireland","1","ireland:2","2","2","PASS","Ireland","Trinity College Dublin University of Dublin"
"trinity university","Trinity University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Trinity University"
"trinity university san antonio","Trinity University San Antonio","united states of america","1","united states of america:1","1","1","PASS","United States of America","Trinity University San Antonio"
"troy university","Troy University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Troy University"
"truman state university","Truman State University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Truman State University"
"tshwane university of technology","Tshwane University of Technology","united states of america","1","united states of america:1","1","1","PASS","United States of America","Tshwane University of Technology"
"tsinghua university","Tsinghua University","china","1","china:6","6","6","PASS","China","Tsinghua University"
"tufts university","Tufts University","united states of america","1","united states of america:8","8","8","PASS","United States of America","Tufts University"
"tuhh hamburg university of technology","TUHH Hamburg University of Technology","germany","1","germany:3","3","3","PASS","Germany","TUHH Hamburg University of Technology"
"tulane university","Tulane University","united states of america","1","united states of america:5","5","5","PASS","United States of America","Tulane University"
"tunghai university","Tunghai University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Tunghai University"
"tuskegee university","Tuskegee University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Tuskegee University"
"tyumen state university","Tyumen State University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Tyumen State University"
"tzu chi university","Tzu Chi University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Tzu Chi University"
"ubon ratchathani university","Ubon Ratchathani University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Ubon Ratchathani University"
"ucsi university","UCSI University","malaysia","1","malaysia:3","3","3","PASS","Malaysia","UCSI University"
"ulsan national institute of science and technology","Ulsan National Institute of Science and Technology","south korea","1","south korea:3","3","3","PASS","South Korea","Ulsan National Institute of Science and Technology"
"ulsan national institute of science and technology unist","Ulsan National Institute of Science & Technology UNIST","united states of america","1","united states of america:1","1","1","PASS","United States of America","Ulsan National Institute of Science & Technology UNIST"
"uludag university","Uludag University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Uludag University"
"umea university","Umea University","sweden","1","sweden:3","3","3","PASS","Sweden","Umea University"
"umm al qura university","Umm Al-Qura University","saudi arabia","1","saudi arabia:4","3","4","PASS","Saudi Arabia","Umm Al-Qura University"
"uniformed services university of the health sciences","Uniformed Services University of the Health Sciences","united states of america","1","united states of america:1","1","1","PASS","United States of America","Uniformed Services University of the Health Sciences"
"union college new york","Union College (New York)","united states of america","1","united states of america:1","1","1","PASS","United States of America","Union College (New York)"
"union college schenectady ny","Union College Schenectady NY","united states of america","1","united states of america:1","1","1","PASS","United States of America","Union College Schenectady NY"
"union university","Union University","united states of america","1","united states of america:1","1","1","PASS","United States of America","Union University"
"united arab emirates university","United Arab Emirates University","united arab emirates","1","united arab emirates:3","3","3","PASS","United Arab Emirates","United Arab Emirates University"
"united nations university","United Nations University","united states of america","1","united states of america:1","1","1","PASS","United States of America","United Nations University"
"united states merchant marine academy","United States Merchant Marine Academy","united states of america","1","united states of america:1","1","1","PASS","United States of America","United States Merchant Marine Academy"
"united states military academy at west point","United States Military Academy at West Point","united states of america","1","united states of america:1","1","1","PASS","United States of America","United States Military Academy at West Point"
"united states naval academy","United States Naval Academy","united states of america","1","united states of america:1","1","1","PASS","United States of America","United States Naval Academy"
"universidad adolfo ibanez","Universidad Adolfo Ibanez","chile","1","chile:3","3","3","PASS","Chile","Universidad Adolfo Ibanez"
"universidad alberto hurtado","Universidad Alberto Hurtado","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Alberto Hurtado"
"universidad anahuac","Universidad Anahuac","mexico","1","mexico:3","3","3","PASS","Mexico","Universidad Anahuac"
"universidad andres bello","Universidad Andres Bello","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Andres Bello"
"universidad antonio narino","Universidad Antonio Narino","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Antonio Narino"
"universidad austral argentina","Universidad Austral - Argentina","argentina","1","argentina:3","3","3","PASS","Argentina","Universidad Austral - Argentina"
"universidad austral de chile","Universidad Austral de Chile","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Austral de Chile"
"universidad autonoma de baja california","Universidad Autonoma de Baja California","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Autonoma de Baja California"
"universidad autonoma de chile","Universidad Autonoma de Chile","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Autonoma de Chile"
"universidad autonoma de ciudad juarez","Universidad Autonoma de Ciudad Juarez","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Autonoma de Ciudad Juarez"
"universidad autonoma de madrid","Universidad Autonoma de Madrid","spain","1","spain:4","4","4","PASS","Spain","Universidad Autonoma de Madrid"
"universidad autonoma de nuevo leon","Universidad Autonoma de Nuevo Leon","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Autonoma de Nuevo Leon"
"universidad autonoma de queretaro","Universidad Autonoma de Queretaro","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Autonoma de Queretaro"
"universidad autonoma de san luis potosi","Universidad Autonoma de San Luis Potosi","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Autonoma de San Luis Potosi"
"universidad autonoma de yucatan","Universidad Autonoma de Yucatan","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Autonoma de Yucatan"
"universidad autonoma del estado de hidalgo","Universidad Autonoma del Estado de Hidalgo","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Autonoma del Estado de Hidalgo"
"universidad autonoma del estado de mexico","Universidad Autonoma del Estado de Mexico","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Autonoma del Estado de Mexico"
"universidad autonoma metropolitana","Universidad Autonoma Metropolitana","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Autonoma Metropolitana"
"universidad autonoma metropolitana uam","Universidad Autonoma Metropolitana (UAM)","mexico","1","mexico:3","3","3","PASS","Mexico","Universidad Autonoma Metropolitana (UAM)"
"universidad camilo jose cela madrid","Universidad Camilo Jose Cela Madrid","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Camilo Jose Cela Madrid"
"universidad carlos 3 de madrid","Universidad Carlos 3 de Madrid","spain","1","spain:3","3","3","PASS","Spain","Universidad Carlos 3 de Madrid"
"universidad catolica andres bello ucab","Universidad Catolica Andres Bello - UCAB","venezuela","1","venezuela:3","3","3","PASS","Venezuela","Universidad Catolica Andres Bello - UCAB"
"universidad catolica de la santisima concepcion","Universidad Catolica de la Santisima Concepcion","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Catolica de la Santisima Concepcion"
"universidad catolica de temuco","Universidad Catolica de Temuco","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Catolica de Temuco"
"universidad catolica de valencia san vicente martir","Universidad Catolica de Valencia San Vicente Martir","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Catolica de Valencia San Vicente Martir"
"universidad catolica del maule","Universidad Catolica del Maule","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Catolica del Maule"
"universidad catolica del norte","Universidad Catolica del Norte","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Catolica del Norte"
"universidad catolica del uruguay ucu","Universidad Catolica del Uruguay (UCU)","uruguay","1","uruguay:3","3","3","PASS","Uruguay","Universidad Catolica del Uruguay (UCU)"
"universidad catolica san antonio de murcia","Universidad Catolica San Antonio de Murcia","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Catolica San Antonio de Murcia"
"universidad central de venezuela","Universidad Central de Venezuela","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Central de Venezuela"
"universidad central de venezuela ucv","Universidad Central de Venezuela - UCV","venezuela","1","venezuela:3","3","3","PASS","Venezuela","Universidad Central de Venezuela - UCV"
"universidad ceu cardenal herrera","Universidad CEU Cardenal Herrera","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad CEU Cardenal Herrera"
"universidad cientifica del sur","Universidad Cientifica del Sur","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Cientifica del Sur"
"universidad complutense de madrid","Universidad Complutense de Madrid","spain","1","spain:2","2","2","PASS","Spain","Universidad Complutense de Madrid"
"universidad de alcala","Universidad de Alcala","spain","1","spain:3","3","3","PASS","Spain","Universidad de Alcala"
"universidad de alicante","Universidad de Alicante","spain","1","spain:3","3","3","PASS","Spain","Universidad de Alicante"
"universidad de almeria","Universidad de Almeria","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Almeria"
"universidad de antioquia","Universidad de Antioquia","colombia","1","colombia:3","3","3","PASS","Colombia","Universidad de Antioquia"
"universidad de antofagasta","Universidad de Antofagasta","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Antofagasta"
"universidad de belgrano","Universidad de Belgrano","argentina","1","argentina:3","3","3","PASS","Argentina","Universidad de Belgrano"
"universidad de buenos aires","Universidad de Buenos Aires","argentina","1","argentina:3","3","3","PASS","Argentina","Universidad de Buenos Aires"
"universidad de burgos","Universidad de Burgos","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Burgos"
"universidad de cadiz","Universidad de Cadiz","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Cadiz"
"universidad de caldas","Universidad de Caldas","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Caldas"
"universidad de cantabria","Universidad de Cantabria","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Cantabria"
"universidad de castilla la mancha","Universidad de Castilla la Mancha","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Castilla la Mancha"
"universidad de chile","Universidad de Chile","chile","1","chile:3","3","3","PASS","Chile","Universidad de Chile"
"universidad de concepcion","Universidad de Concepcion","chile","1","chile:3","3","3","PASS","Chile","Universidad de Concepcion"
"universidad de cordoba","Universidad de Cordoba","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Cordoba"
"universidad de cordoba espana","Universidad de Cordoba - Espana","spain","1","spain:3","3","3","PASS","Spain","Universidad de Cordoba - Espana"
"universidad de costa rica","Universidad de Costa Rica","costa rica","1","costa rica:3","3","3","PASS","Costa Rica","Universidad de Costa Rica"
"universidad de cuenca","Universidad de Cuenca","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Cuenca"
"universidad de deusto deustuko unibertsitatea","Universidad de Deusto Deustuko Unibertsitatea","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Deusto Deustuko Unibertsitatea"
"universidad de extremadura","Universidad de Extremadura","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Extremadura"
"universidad de granada","Universidad de Granada","spain","1","spain:2","2","2","PASS","Spain","Universidad de Granada"
"universidad de guadalajara","Universidad de Guadalajara","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Guadalajara"
"universidad de guanajuato","Universidad de Guanajuato","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Guanajuato"
"universidad de huelva","Universidad de Huelva","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Huelva"
"universidad de jaen","Universidad de Jaen","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Jaen"
"universidad de la frontera","Universidad de la Frontera","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de la Frontera"
"universidad de la habana","Universidad de la Habana","cuba","1","cuba:3","3","3","PASS","Cuba","Universidad de la Habana"
"universidad de la laguna","Universidad de La Laguna","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de La Laguna"
"universidad de la republica","Universidad de la Republica","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de la Republica"
"universidad de la republica udelar","Universidad de la Republica (UdelaR)","uruguay","1","uruguay:3","3","3","PASS","Uruguay","Universidad de la Republica (UdelaR)"
"universidad de la rioja","Universidad de La Rioja","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de La Rioja"
"universidad de la sabana","Universidad de La Sabana","colombia","1","colombia:4","3","4","PASS","Colombia","Universidad de La Sabana"
"universidad de la serena","Universidad de la Serena","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de la Serena"
"universidad de las americas ecuador","Universidad de las Americas Ecuador","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de las Americas Ecuador"
"universidad de las americas puebla","Universidad de las Americas Puebla","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de las Americas Puebla"
"universidad de las fuerzas armadas espe escuela politecnica del ejercito","Universidad de las Fuerzas Armadas ESPE (Escuela Politecnica del Ejercito)","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de las Fuerzas Armadas ESPE (Escuela Politecnica del Ejercito)"
"universidad de las palmas de gran canaria","Universidad de Las Palmas de Gran Canaria","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Las Palmas de Gran Canaria"
"universidad de leon","Universidad de Leon","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Leon"
"universidad de lima","Universidad de Lima","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Lima"
"universidad de los andes chile","Universidad de los Andes Chile","chile","1","chile:3","3","3","PASS","Chile","Universidad de los Andes Chile"
"universidad de los andes colombia","Universidad de Los Andes Colombia","colombia","1","colombia:4","3","4","PASS","Colombia","Universidad de Los Andes Colombia"
"universidad de los andes santiago de chile","Universidad de los Andes Santiago de Chile","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de los Andes Santiago de Chile"
"universidad de los lagos","Universidad de los Lagos","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de los Lagos"
"universidad de malaga","Universidad de Malaga","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Malaga"
"universidad de mondragon mondragon unibertsitatea","Universidad de Mondragon Mondragon Unibertsitatea","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Mondragon Mondragon Unibertsitatea"
"universidad de montevideo","Universidad de Montevideo","uruguay","1","uruguay:3","3","3","PASS","Uruguay","Universidad de Montevideo"
"universidad de murcia","Universidad de Murcia","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Murcia"
"universidad de navarra","Universidad de Navarra","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Navarra"
"universidad de oviedo","Universidad de Oviedo","spain","1","spain:3","3","3","PASS","Spain","Universidad de Oviedo"
"universidad de palermo","Universidad de Palermo","argentina","1","argentina:3","3","3","PASS","Argentina","Universidad de Palermo"
"universidad de puerto rico","Universidad de Puerto Rico","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Puerto Rico"
"universidad de puerto rico mayaguez","Universidad de Puerto Rico Mayaguez","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Puerto Rico Mayaguez"
"universidad de salamanca","Universidad de Salamanca","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Salamanca"
"universidad de san andres buenos aires","Universidad de San Andres Buenos Aires","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de San Andres Buenos Aires"
"universidad de san carlos de guatemala","Universidad de San Carlos de Guatemala","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de San Carlos de Guatemala"
"universidad de san francisco de quito","Universidad de San Francisco de Quito","ecuador","1","ecuador:3","3","3","PASS","Ecuador","Universidad de San Francisco de Quito"
"universidad de santiago de chile","Universidad de Santiago de Chile","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Santiago de Chile"
"universidad de santiago de chile usach","Universidad de Santiago de Chile - USACH","chile","1","chile:3","3","3","PASS","Chile","Universidad de Santiago de Chile - USACH"
"universidad de sevilla","Universidad de Sevilla","spain","1","spain:3","3","3","PASS","Spain","Universidad de Sevilla"
"universidad de talca","Universidad de Talca","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Talca"
"universidad de tarapaca","Universidad de Tarapaca","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Tarapaca"
"universidad de valladolid","Universidad de Valladolid","spain","1","spain:3","3","3","PASS","Spain","Universidad de Valladolid"
"universidad de valparaiso","Universidad de Valparaiso","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad de Valparaiso"
"universidad de zaragoza","Universidad de Zaragoza","spain","1","spain:3","3","3","PASS","Spain","Universidad de Zaragoza"
"universidad del bio bio","Universidad del Bio-Bio","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad del Bio-Bio"
"universidad del cauca","Universidad del Cauca","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad del Cauca"
"universidad del desarrollo","Universidad del Desarrollo","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad del Desarrollo"
"universidad del norte barranquilla","Universidad del Norte Barranquilla","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad del Norte Barranquilla"
"universidad del pacifico peru","Universidad del Pacifico Peru","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad del Pacifico Peru"
"universidad del pais vasco","Universidad del Pais Vasco","spain","1","spain:3","3","3","PASS","Spain","Universidad del Pais Vasco"
"universidad del rosario","Universidad del Rosario","colombia","1","colombia:3","3","3","PASS","Colombia","Universidad del Rosario"
"universidad del valle cali univalle","Universidad del Valle Cali UNIVALLE","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad del Valle Cali UNIVALLE"
"universidad diego portales","Universidad Diego Portales","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Diego Portales"
"universidad distrital francisco jose de caldas","Universidad Distrital Francisco Jose de Caldas","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Distrital Francisco Jose de Caldas"
"universidad eafit","Universidad EAFIT","colombia","1","colombia:3","3","3","PASS","Colombia","Universidad EAFIT"
"universidad espiritu santo uees","Universidad Espiritu Santo (UEES)","ecuador","1","ecuador:3","3","3","PASS","Ecuador","Universidad Espiritu Santo (UEES)"
"universidad europea de madrid","Universidad Europea de Madrid","spain","1","spain:3","3","3","PASS","Spain","Universidad Europea de Madrid"
"universidad externado de colombia","Universidad Externado de Colombia","colombia","1","colombia:3","3","3","PASS","Colombia","Universidad Externado de Colombia"
"universidad francisco de vitoria","Universidad Francisco de Vitoria","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Francisco de Vitoria"
"universidad iberoamericana","Universidad Iberoamericana","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Iberoamericana"
"universidad iberoamericana uia","Universidad Iberoamericana (UIA)","mexico","1","mexico:3","3","3","PASS","Mexico","Universidad Iberoamericana (UIA)"
"universidad icesi","Universidad ICESI","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad ICESI"
"universidad internacional de la rioja","Universidad Internacional de La Rioja","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Internacional de La Rioja"
"universidad internacional valenciana","Universidad Internacional Valenciana","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Internacional Valenciana"
"universidad mayor chile","Universidad Mayor Chile","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Mayor Chile"
"universidad mayor de san andres","Universidad Mayor de San Andres","united states of america","1","united states of america:1","1","1","PASS","United States of America","Universidad Mayor de San Andres"
